DisclosureId,JobStartDate,JobEndDate,StateName,CountyName,Latitude,Longitude,Projection,TVD(ft),TVD(Km),TotalBaseWaterVolume,TradeName
269bbbe6-46cf-4c72-a004-2ad2b2ebcc9a,7/1/2024 11:26:00 PM,7/22/2024 4:55:00 PM,Texas,Ward,31.565822,-103.14096,NAD 83.00,10919.6247,3.32830160856,23689727,CSA-2400
5383e89a-cc20-4c30-ae7d-2a082dc84223,7/1/2024 9:29:00 PM,7/22/2024 2:51:00 PM,Texas,Ward,31.565979,-103.14101,NAD 83.00,10943.7668,3.33566012064,23117658,BioRCK-1038
ba6a9fe7-6bc8-4eaa-b70d-28bcb63fd83c,7/11/2024 12:00:00 AM,7/31/2024 12:00:00 AM,Texas,Loving,31.9678,-103.4291,NAD 83.00,13115,3.997452,22118334,IC621-Iron Control
90f11d56-7d06-469a-99b6-8833aa0983fb,7/11/2024 9:48:00 PM,7/27/2024 4:12:00 AM,Texas,Loving,31.899097,-103.39704,NAD 83.00,12145,3.701796,22402716,NHV-83
7e54782b-7fdc-4d11-82a9-1a2f5683ab24,7/12/2024 12:00:00 AM,8/1/2024 12:00:00 AM,Texas,Loving,31.9677,-103.4291,NAD 83.00,13124,4.0001952,21695772,Water
60fc97ac-e6de-4276-9a7f-eeef1914a832,7/12/2024 8:34:00 AM,7/27/2024 6:47:00 AM,Texas,Loving,31.899122,-103.39694,NAD 83.00,12314,3.7533072,22358196,AIM1015
1028b4b1-4fb8-491f-8d1f-449e8dd18590,7/16/2024 1:06:00 PM,7/31/2024 7:16:00 PM,Texas,Winkler,31.73088,-103.18518,NAD 83.00,15796,4.8146208,27711623,Fincide GQ 25
bf06610e-515f-401d-abaf-0dd57754ef83,7/16/2024 12:00:00 AM,8/5/2024 12:00:00 AM,Texas,Reeves,31.532436,-103.59628,NAD 83.00,10665,3.250692,22622586,Hydrochloric acid (15%)
c0f81ea8-09ba-4515-b1e2-244ee63ce0ad,7/16/2024 12:00:00 AM,8/5/2024 12:00:00 AM,Texas,Reeves,31.532438,-103.5962,NAD 83.00,10529,3.2092392,20812260,TX Local 40/70 mesh Sand - per 100 lbs
52c5dc13-8d53-4eca-bb62-2b982470c0ff,7/16/2024 4:14:00 AM,7/31/2024 10:29:00 AM,Texas,Winkler,31.730905,-103.18509,NAD 83.00,14812,4.5146976,26629923,Water
7070a71c-cd2b-431a-b34e-c60f3ab5c34d,7/18/2024 4:04:00 AM,8/14/2024 2:23:00 AM,Texas,Reeves,31.211616,-103.54699,NAD 83.00,10812.3184,3.29559464832,26870482,Other Chemical(s)
d118ef71-ce10-4216-978b-09586a73ec89,7/18/2024 4:17:00 PM,8/13/2024 7:47:00 PM,Texas,Reeves,31.211641,-103.54714,NAD 83.00,10770.7742,3.28293197616,27194216,SFT-B634
0a668db7-ad27-4f23-aae7-a634da11a5ba,7/24/2024 10:42:00 PM,8/11/2024 11:47:00 PM,Texas,Loving,31.870669,-103.79175,NAD 83.00,11687.2012,3.56225892576,21896403,AI1-B688
e10d5517-dff0-4920-bce9-d84ffee31dce,7/24/2024 5:13:27 AM,9/2/2024 1:37:08 PM,Texas,Winkler,31.720031,-103.32242,NAD 83.00,12050,3.67284,21066780,100 MESH REGIONAL
90e4b52c-6a7f-4b34-a70d-2476e19b3246,7/24/2024 6:28:25 AM,7/31/2024 7:03:29 AM,Texas,Winkler,31.71995,-103.32239,NAD 83.00,12718,3.8764464,21527688,Peroxymax
def50487-c4d7-4738-9ea3-63573fee9a4f,7/24/2024 9:36:22 AM,9/2/2024 3:51:26 PM,Texas,Winkler,31.719872,-103.32236,NAD 83.00,12057,3.6749736,20788026,AIM1015
fbebd8a6-6d9f-4835-a91e-9cc9dd299be1,7/25/2024 6:14:00 AM,8/11/2024 6:06:00 PM,Texas,Loving,31.87067,-103.792,NAD 83.00,11407.9776,3.47715157248,20957197,AI1-B688
eb4919f7-b051-487b-a343-cc2c03f466a4,7/27/2024 12:00:00 AM,8/13/2024 12:00:00 AM,Texas,Reeves,31.3854,-103.3255,NAD 83.00,10818,3.2973264,22472940,ScaleCease 7103
53632eb6-e2b9-492b-8b5e-58ef340d461a,7/28/2024 3:23:47 PM,8/10/2024 10:48:14 AM,Texas,Loving,31.899367,-103.40575,NAD 83.00,12321,3.7554408,21401520,Peroxymax
9e5c7710-cee2-4f47-9000-762b81f9f4f0,7/6/2024 11:21:00 PM,7/21/2024 9:53:00 PM,Texas,Ward,31.443665,-103.23798,NAD 83.00,11241.0933,3.42628523784,23655652,Other Chemical(s)
5c4fd0d3-5608-4018-a799-47268a6c41db,7/7/2024 5:46:00 AM,7/21/2024 9:19:00 AM,Texas,Ward,31.443734,-103.23805,NAD 83.00,11239.3869,3.42576512712,23963323,Water
6e2ee430-80f4-4a47-81e5-f714bba251c5,7/8/2024 12:41:00 AM,7/24/2024 12:29:00 PM,Texas,Ward,31.459084,-103.25309,NAD 83.00,11300,3.44424,33752124,ProCross 170
77fe87e5-eb8e-4099-8b41-5ead181c5140,8/10/2024 12:00:00 AM,9/1/2024 12:00:00 AM,Texas,Ward,31.5831,-103.34061,NAD 83.00,11596,3.5344608,21056952,ROC-FR2471
7e709091-4997-4bf4-bf9c-473243d7615b,8/10/2024 12:00:00 AM,9/1/2024 12:00:00 AM,Texas,Ward,31.583074,-103.34065,NAD 83.00,11536,3.5161728,20639976,Ingredient Container
431fa07c-077f-44a1-976a-203017d28b0a,8/13/2024 1:46:00 PM,9/24/2024 5:40:00 PM,Texas,Reeves,31.290588,-103.64025,NAD 83.00,10548.704,3.2152449792,34994660,SCI-68
140ace2f-c6e0-475a-9ff3-04d240a2ad1d,8/13/2024 12:00:00 AM,8/30/2024 12:00:00 AM,Texas,Reeves,31.482485,-103.84082,NAD 83.00,10667.69,3.251511912,21561540,HiRate 635
28f62f33-5959-4830-87e4-f82a08dac199,8/13/2024 12:00:00 AM,8/28/2024 12:00:00 AM,Texas,Reeves,31.481878,-103.83145,NAD 83.00,10695.7,3.26004936,21795732,DGS WTX
9d3e1e5a-c0c2-442e-9cd1-cd2db38a83a4,8/13/2024 12:00:00 AM,8/30/2024 12:00:00 AM,Texas,Reeves,31.482485,-103.84061,NAD 83.00,10702.79,3.262210392,21629076,Water
e7b359a8-97e6-4f48-9f4a-7dffc0323fc0,8/13/2024 4:11:00 AM,8/29/2024 4:30:00 PM,Texas,Reeves,31.290598,-103.64628,NAD 83.00,10519.8879,3.20646183192,21935512,SFT-462BIO
3d7c93f7-8e42-470c-83a2-6af278479e66,8/14/2024 1:03:00 AM,9/24/2024 6:23:00 AM,Texas,Reeves,31.290723,-103.64042,NAD 83.00,10561.4098,3.21911770704,37630613,Recycled Water
6fca9dee-f4c3-432b-8384-7aae94319a60,8/29/2024 4:14:49 PM,9/24/2024 11:35:34 AM,Texas,Winkler,31.670705,-103.21406,NAD 83.00,11635,3.546348,24947580,NE-227
23e037a2-35de-4efb-801f-65b37cc8e558,8/5/2024 12:00:00 AM,8/16/2024 12:00:00 AM,Texas,Reeves,31.3903,-103.5366,NAD 83.00,10893,3.3201864,29208480,ScaleCease 7103
345ef389-e6b7-4a16-9f09-a004899fb348,8/5/2024 12:00:00 AM,8/16/2024 12:00:00 AM,Texas,Reeves,31.3903,-103.5364,NAD 83.00,10906,3.3241488,28281960,BioSuite GQ5-2
72ec3e30-bf24-4e78-8181-f888550918fb,8/7/2024 12:00:00 AM,8/26/2024 12:00:00 AM,Texas,Reeves,31.537683,-103.58779,NAD 83.00,10640,3.243072,20363784,ViscStim 150-AE-48
081f40c5-f28d-479d-85c2-4b8391ac1698,8/8/2024 12:00:00 AM,8/29/2024 12:00:00 AM,Texas,Ward,31.5851,-103.34355,NAD 83.00,11592,3.5332416,24315228,International Chemicals 12:3
67d85a0f-81f0-4dec-915b-a20500a4676f,8/8/2024 12:00:00 AM,8/28/2024 12:00:00 AM,Texas,Ward,31.5845,-103.3661,NAD 83.00,11284,3.4393632,24691632,NE116-Plexbreak 116
89043ae6-ae46-4e42-be6f-463d65ecc807,8/8/2024 12:00:00 AM,8/28/2024 12:00:00 AM,Texas,Ward,31.584526,-103.33425,NAD 83.00,11259,3.4317432,24106824,IC621-Iron Control
af00cf8d-7c15-4c04-8e9c-a32cca90112d,8/8/2024 12:00:00 AM,8/29/2024 12:00:00 AM,Texas,Ward,31.5852,-103.3435,NAD 83.00,11591,3.5329368,24756060,IC621-Iron Control
cb2b1a82-630e-4f2c-a995-622cf67b0864,8/8/2024 12:00:00 AM,8/29/2024 12:00:00 AM,Texas,Ward,31.5846,-103.3424,NAD 83.00,11627,3.5439096,22811124,HYDROCHLORIC ACID HCI 18%
3af6f92b-e9f8-455a-9176-fb3261b78bf8,8/9/2024 12:00:00 AM,9/1/2024 12:00:00 AM,Texas,Ward,31.5838,-103.34162,NAD 83.00,11230,3.422904,20642622,CI200-Corrosion Inhibitor
9e38bb63-9283-4579-b4fe-a19d328f92d7,8/9/2024 12:00:00 AM,8/31/2024 12:00:00 AM,Texas,Ward,31.5837,-103.34158,NAD 83.00,11289,3.4408872,21056952,ROC-FR2471
e26f9776-6b50-4588-be5a-a7d1b3c8c4de,8/9/2024 12:00:00 AM,8/25/2024 12:00:00 AM,Texas,Reeves,31.3868,-103.5288,NAD 83.00,10870,3.313176,27991278,HiRate 635
f733f3a6-46fe-4a49-aa9a-67a7775f791c,8/9/2024 12:00:00 AM,8/24/2024 12:00:00 AM,Texas,Reeves,31.3866,-103.5281,NAD 83.00,10930,3.331464,27364134,Water
fa323a22-532c-4bbc-95ac-b1d039ee7222,8/9/2024 12:00:00 AM,9/1/2024 12:00:00 AM,Texas,Ward,31.583883,-103.3415,NAD 83.00,11234,3.4241232,24458490,IC621-Iron Control
e4a668c4-2fd7-4183-a644-fdd2b570ffb3,9/27/2024 6:13:23 AM,10/10/2024 3:54:03 AM,Texas,Ward,31.508522,-103.15491,NAD 83.00,15007,4.5741336,28289772,Water
06474ff9-6e73-41ee-9572-b4a62bd43ca4,9/28/2024 7:55:00 PM,10/12/2024 5:40:00 AM,Texas,Culberson,31.839971,-104.05671,NAD 83.00,10541,3.2128968,23980320,AIM1015
e470fb67-bc4e-4448-834d-6e9ff1b0bf74,9/3/2024 4:26:14 PM,10/14/2024 2:32:00 AM,Texas,Reeves,31.548207,-103.76754,NAD 83.00,10685,3.256788,25836216,NCI-24
2ffe3a70-f7fb-4fa9-b1f2-841aac4e6ae6,9/3/2024 8:22:00 AM,10/14/2024 12:05:00 AM,Texas,Reeves,31.548207,-103.76735,NAD 83.00,10798,3.2912304,25763262,Ingredient Container
09d65a32-7c4e-4ce3-acc1-681c11b6f0be,9/4/2024 1:26:43 AM,9/30/2024 11:37:00 AM,Texas,Loving,31.665266,-103.41796,NAD 83.00,12292,3.7466016,20761650,Other Chemical(s)
09e6b4e3-3ce4-46f2-acec-7403751e8503,9/4/2024 1:45:37 AM,9/16/2024 11:58:36 PM,Texas,Culberson,31.868027,-104.0512,NAD 83.00,10576,3.2235648,21802032,ASP301
d351b9d5-edac-421c-bbd0-e4f5406c7d7a,9/4/2024 3:49:50 AM,9/29/2024 4:04:00 AM,Texas,Loving,31.666578,-103.42352,NAD 83.00,10740,3.273552,23403450,Water
1031b31f-3dbc-4ee0-bcbc-e93fb7eb7d01,9/6/2024 3:10:00 PM,9/17/2024 1:18:00 AM,Texas,Loving,31.764353,-103.67105,NAD 83.00,11700.0354,3.56617078992,22011377,CSA-2400
3bd7dced-adf4-4f04-97fe-4ce1ab82d612,9/6/2024 8:53:00 AM,9/17/2024 4:19:00 PM,Texas,Loving,31.764268,-103.67113,NAD 83.00,11372.0927,3.46621385496,22392325,HCL-7.5
